institution_name,original_programme_name,institution_id,programme_id,country,provider,classification,verified_programme_name,provider_native_programme_id,reason,binding_evidence,action
University of Alaska Anchorage,University of Alaska Anchorage Computer Science,scorecard-us-stage1-001,70d8ae5c-bf94-5625-a4d6-bc133dad59ab,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Alaska Anchorage,University of Alaska Anchorage Engineering,scorecard-us-stage1-001,b413c6d2-c13b-569e-ad17-96aebc7b23f6,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Alaska Fairbanks,University of Alaska Fairbanks Computer Science,scorecard-us-stage1-002,8b2d43e3-1b4b-560f-9c54-d12a9787c70c,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Alaska Fairbanks,University of Alaska Fairbanks Engineering,scorecard-us-stage1-002,3a6e318d-36ca-56b1-8a22-16d8c4f01e40,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Auburn University,Auburn University Computer Science,scorecard-us-stage1-003,9ca2f0bd-809f-5944-86d2-208db9e8a465,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Auburn University,Auburn University Engineering,scorecard-us-stage1-003,c982418d-cdd6-5c96-b81a-c7632f17a300,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
The University of Alabama,The University of Alabama Computer Science,scorecard-us-stage1-004,9965278a-a530-528b-8ce2-3037fb5be1eb,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
The University of Alabama,The University of Alabama Engineering,scorecard-us-stage1-004,5e23765b-94cc-5e0d-857d-65ddc3cdcdd4,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Arkansas,University of Arkansas Computer Science,scorecard-us-stage1-005,c7a74f0b-af4c-50bf-9e7d-e15d91ddfde5,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Arkansas,University of Arkansas Engineering,scorecard-us-stage1-005,e58b85c2-fa1f-5946-a7fd-97b7287b435b,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Central Arkansas,University of Central Arkansas Computer Science,scorecard-us-stage1-006,359a49dc-21fe-54d9-a53e-775b870aea6b,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Central Arkansas,University of Central Arkansas Engineering,scorecard-us-stage1-006,6978fcb1-152f-5fd7-908c-4b636b6e3754,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Arizona State University Campus Immersion,Arizona State University Campus Immersion Computer Science,scorecard-us-stage1-007,7a4e685b-31a4-5264-86a1-7b0a8cbc411c,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Arizona State University Campus Immersion,Arizona State University Campus Immersion Engineering,scorecard-us-stage1-007,759243ac-af8d-5a29-ac9d-7de254924796,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Arizona,University of Arizona Computer Science,scorecard-us-stage1-008,f5cdaeda-fec7-5036-ac9b-4ee967fc7890,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Arizona,University of Arizona Engineering,scorecard-us-stage1-008,225df47f-c7f1-50e6-8812-99c1bee2924f,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
California State University-Fullerton,California State University-Fullerton Computer Science,scorecard-us-stage1-009,796b02d3-ef3a-5ac2-b5bd-c189e2ddd0ca,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
California State University-Fullerton,California State University-Fullerton Engineering,scorecard-us-stage1-009,bbd86d2d-a2be-56e5-a118-9fe57cf9d0c5,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
California State University-Northridge,California State University-Northridge Computer Science,scorecard-us-stage1-010,7c4f3b74-a1f8-5eb8-9ecf-900567d243d9,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
California State University-Northridge,California State University-Northridge Engineering,scorecard-us-stage1-010,43c2c4e5-8f87-510b-a553-d19a5e3b88aa,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Colorado State University-Fort Collins,Colorado State University-Fort Collins Computer Science,scorecard-us-stage1-011,8b6bdc3d-fb74-523e-9119-86a5127859ad,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Colorado State University-Fort Collins,Colorado State University-Fort Collins Engineering,scorecard-us-stage1-011,c541127d-9966-5253-b222-41a629424b52,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Colorado Boulder,University of Colorado Boulder Computer Science,scorecard-us-stage1-012,cb438170-dfbb-5b3b-b816-a85c986e6f6e,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Colorado Boulder,University of Colorado Boulder Engineering,scorecard-us-stage1-012,62fbd019-8947-581a-96c3-8440372ae3ca,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Central Connecticut State University,Central Connecticut State University Computer Science,scorecard-us-stage1-013,cc90298b-6f45-5b1d-bc5a-fa5317762d0b,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Central Connecticut State University,Central Connecticut State University Engineering,scorecard-us-stage1-013,b7aac981-12d3-5cd7-ac0a-ee3d05fc1517,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Connecticut,University of Connecticut Computer Science,scorecard-us-stage1-014,e18d214b-122f-5507-a400-d740999da16a,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Connecticut,University of Connecticut Engineering,scorecard-us-stage1-014,c26a457c-4936-5aeb-b347-6f425bc13786,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
George Washington University,George Washington University Computer Science,scorecard-us-stage1-015,dc8bf413-f160-5440-bbce-7a436c270873,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
George Washington University,George Washington University Engineering,scorecard-us-stage1-015,7f2a722c-5a20-5cf3-8905-89c80c31b907,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Howard University,Howard University Computer Science,scorecard-us-stage1-016,20f4079b-260f-5182-ba2d-797cbed74eb3,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Howard University,Howard University Engineering,scorecard-us-stage1-016,3b444727-4f5f-5aac-b1a3-363c283e8af6,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Delaware,University of Delaware Computer Science,scorecard-us-stage1-017,53d43333-eb2b-52f7-8878-fe937d68feb3,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Delaware,University of Delaware Engineering,scorecard-us-stage1-017,b435761b-a474-5574-859f-c28ceec3a004,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Wilmington University,Wilmington University Computer Science,scorecard-us-stage1-018,aeae0139-2b9b-5b0c-b5a3-00f56afede93,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Wilmington University,Wilmington University Engineering,scorecard-us-stage1-018,0c34bf89-8318-52c9-8db3-bb384b92556d,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Florida International University,Florida International University Computer Science,scorecard-us-stage1-019,50fe911a-2903-5e60-9dc9-bc5c30c5f6d0,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Florida International University,Florida International University Engineering,scorecard-us-stage1-019,b2538924-1eb5-58b5-8529-2b0b2c62b150,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Central Florida,University of Central Florida Computer Science,scorecard-us-stage1-020,fee6cc70-6a93-5197-a18f-5b3665a3da9a,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Central Florida,University of Central Florida Engineering,scorecard-us-stage1-020,07fb5ba7-f05e-5539-959d-cbb8fa5351d9,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Kennesaw State University,Kennesaw State University Computer Science,scorecard-us-stage1-021,3a44c0fe-9290-535d-bff7-9f904383ab26,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Kennesaw State University,Kennesaw State University Engineering,scorecard-us-stage1-021,caddc981-801b-517c-a865-a15c3770d68d,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Georgia,University of Georgia Computer Science,scorecard-us-stage1-022,dcff1333-726d-56a8-a483-9f15a8079c32,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Georgia,University of Georgia Engineering,scorecard-us-stage1-022,43c28e04-5ff2-5419-8fa5-18e4ba61a1b6,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Pacific Islands University,Pacific Islands University Computer Science,scorecard-us-stage1-023,8afd22a3-eb0e-584b-bf0a-fc779b65146a,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Pacific Islands University,Pacific Islands University Engineering,scorecard-us-stage1-023,4b97f4cd-5258-5b1a-9465-44df2172443c,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Guam,University of Guam Computer Science,scorecard-us-stage1-024,b61826dd-7500-59a5-94e9-eafb603a3d70,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Guam,University of Guam Engineering,scorecard-us-stage1-024,bc48de5d-fa66-56d5-ae3a-687dfc15d815,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Brigham Young University-Hawaii,Brigham Young University-Hawaii Computer Science,scorecard-us-stage1-025,b3a3f95d-7dd0-564f-b697-39f64abb7d6d,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Brigham Young University-Hawaii,Brigham Young University-Hawaii Engineering,scorecard-us-stage1-025,50ac7d32-64ec-5136-8102-3e0f193cf67c,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Hawaii at Manoa,University of Hawaii at Manoa Computer Science,scorecard-us-stage1-026,f5b91f22-48c0-50c5-8bfb-aae05c1c24eb,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Hawaii at Manoa,University of Hawaii at Manoa Engineering,scorecard-us-stage1-026,23b333c1-8505-5a89-af1a-a588e5894701,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Iowa State University,Iowa State University Computer Science,scorecard-us-stage1-027,747170ce-7b95-563a-9036-b09b11106b3c,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Iowa State University,Iowa State University Engineering,scorecard-us-stage1-027,8227c4c4-14f4-52a2-8b2c-7b90116efd38,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Iowa,University of Iowa Computer Science,scorecard-us-stage1-028,1410ec34-04c6-5f8a-beed-ccfbb85426c8,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Iowa,University of Iowa Engineering,scorecard-us-stage1-028,41e55e4b-2b18-5507-b46a-8e42182d9a13,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Boise State University,Boise State University Computer Science,scorecard-us-stage1-029,fcdd0150-8c77-5222-b59d-4b302f86e27c,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Boise State University,Boise State University Engineering,scorecard-us-stage1-029,16a8b0b1-43fd-5369-b84f-539dfb09860e,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Brigham Young University-Idaho,Brigham Young University-Idaho Computer Science,scorecard-us-stage1-030,83f7a2c0-6545-5703-81ac-e71d167c7763,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Brigham Young University-Idaho,Brigham Young University-Idaho Engineering,scorecard-us-stage1-030,e5cdb09b-a5fd-5192-8423-b4ad55399405,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Illinois Chicago,University of Illinois Chicago Computer Science,scorecard-us-stage1-031,e15a4324-3695-57a1-8aa9-0e760147434d,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Illinois Chicago,University of Illinois Chicago Engineering,scorecard-us-stage1-031,06cc4857-91a5-529b-9c56-bb6415e3e872,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign Computer Science,scorecard-us-stage1-032,b66eb8b4-4e9b-5f7c-a407-ddf45e0abc01,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign Engineering,scorecard-us-stage1-032,8bc94bb2-a4e1-5417-9189-dc2b071b57ed,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Indiana University-Bloomington,Indiana University-Bloomington Computer Science,scorecard-us-stage1-033,bf8c7ada-3c2e-5d84-a584-a2719ff548cd,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Indiana University-Bloomington,Indiana University-Bloomington Engineering,scorecard-us-stage1-033,f2dda2fe-746a-5edc-bb22-6f1b225d8726,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Kansas,University of Kansas Computer Science,scorecard-us-stage1-034,0c12a787-026c-5ee1-a00a-ddd576e1b4d6,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Kansas,University of Kansas Engineering,scorecard-us-stage1-034,289ac7af-67d4-551c-afd2-e9801d14fd31,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Kentucky,University of Kentucky Computer Science,scorecard-us-stage1-035,f4fd3ecb-8562-5c1c-8b54-4e2c24fb7afd,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Kentucky,University of Kentucky Engineering,scorecard-us-stage1-035,70f000fd-3bd0-5146-bfea-6d99d83119ed,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Louisiana State University and Agricultural & Mechanical College,Louisiana State University and Agricultural & Mechanical College Computer Science,scorecard-us-stage1-036,8b9c07a7-4cf6-5ae1-ac25-5963627459b3,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Louisiana State University and Agricultural & Mechanical College,Louisiana State University and Agricultural & Mechanical College Engineering,scorecard-us-stage1-036,9f6f0e38-5971-5361-a22e-9601f3e4c863,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Massachusetts-Amherst,University of Massachusetts-Amherst Computer Science,scorecard-us-stage1-037,7280bd03-f49c-5873-8ff8-8b77c28fd05a,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Massachusetts-Amherst,University of Massachusetts-Amherst Engineering,scorecard-us-stage1-037,1f31e079-6f54-5976-af80-0d23c0594968,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Maryland Global Campus,University of Maryland Global Campus Computer Science,scorecard-us-stage1-038,e11c5154-688f-501e-908b-f50afdabf82b,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Maryland Global Campus,University of Maryland Global Campus Engineering,scorecard-us-stage1-038,e0dee254-a049-5722-97db-bfdcc1039bad,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Maine,University of Maine Computer Science,scorecard-us-stage1-039,08aba9dd-3480-5da1-b239-c8d1ed45be1e,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Maine,University of Maine Engineering,scorecard-us-stage1-039,a64d6e2d-dad7-53d1-998c-4537f2108b46,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Michigan State University,Michigan State University Computer Science,scorecard-us-stage1-040,e8d68352-c05d-5cc7-a870-e2a5af0e8f58,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Michigan State University,Michigan State University Engineering,scorecard-us-stage1-040,d47e194c-1356-5331-8202-0cbdb6f5fa28,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Minnesota-Twin Cities,University of Minnesota-Twin Cities Computer Science,scorecard-us-stage1-041,abafde18-e90f-5df3-a539-8a96af71185f,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Minnesota-Twin Cities,University of Minnesota-Twin Cities Engineering,scorecard-us-stage1-041,29340572-1f42-521e-ae17-360aea50d942,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Missouri-Columbia,University of Missouri-Columbia Computer Science,scorecard-us-stage1-042,6351642e-a7f7-5ce7-979e-221780b7ba1b,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Missouri-Columbia,University of Missouri-Columbia Engineering,scorecard-us-stage1-042,32bb3fde-8d73-58b3-b066-ce33a97cc3ec,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Mississippi State University,Mississippi State University Computer Science,scorecard-us-stage1-043,acf61081-7cd9-5ccc-9833-0fef02293d62,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Mississippi State University,Mississippi State University Engineering,scorecard-us-stage1-043,51f64407-43b6-518e-9c3d-a29a3be59067,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Montana State University,Montana State University Computer Science,scorecard-us-stage1-044,b0d9bb16-693e-5768-87b9-2e0622b9796c,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Montana State University,Montana State University Engineering,scorecard-us-stage1-044,a0e89561-e6b4-548d-a4aa-92d4229384e0,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
North Carolina State University at Raleigh,North Carolina State University at Raleigh Computer Science,scorecard-us-stage1-045,ff43d3e3-453d-5b17-8728-c4bdfb77bb29,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
North Carolina State University at Raleigh,North Carolina State University at Raleigh Engineering,scorecard-us-stage1-045,a03deffb-b5c0-5d90-8289-ff4dddf959fc,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
North Dakota State University-Main Campus,North Dakota State University-Main Campus Computer Science,scorecard-us-stage1-046,ab037e8f-543f-52df-a266-77664899723e,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
North Dakota State University-Main Campus,North Dakota State University-Main Campus Engineering,scorecard-us-stage1-046,07ba2a88-3f5d-5be8-b27e-b38ad693eb6c,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Nebraska-Lincoln,University of Nebraska-Lincoln Computer Science,scorecard-us-stage1-047,35b76622-c012-58c1-ae67-f2d94fd3ad27,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Nebraska-Lincoln,University of Nebraska-Lincoln Engineering,scorecard-us-stage1-047,087183cd-88d8-5380-828f-5f1c589845bd,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Southern New Hampshire University,Southern New Hampshire University Computer Science,scorecard-us-stage1-048,999ac668-0f1a-59b1-9f18-08ca2425ce79,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Southern New Hampshire University,Southern New Hampshire University Engineering,scorecard-us-stage1-048,e05c1171-1d4e-5906-bc23-b1ad1acd98eb,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Rutgers University-New Brunswick,Rutgers University-New Brunswick Computer Science,scorecard-us-stage1-049,af9fcfb6-f44c-51fa-a035-7283afe06b3d,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
Rutgers University-New Brunswick,Rutgers University-New Brunswick Engineering,scorecard-us-stage1-049,b5cd2d0f-c828-5330-901e-cb40dd673cf2,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of New Mexico-Main Campus,University of New Mexico-Main Campus Computer Science,scorecard-us-stage1-050,b26ac17d-31cf-5c62-90d3-b5c3c5a71854,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of New Mexico-Main Campus,University of New Mexico-Main Campus Engineering,scorecard-us-stage1-050,260a70ab-598d-5e73-a90c-f0f3f8798deb,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
University of Nevada-Las Vegas,University of Nevada-Las Vegas Computer Science,scorecard-us-stage1-051,9779f599-cc40-5899-9fa1-5bc862dd4cec,US,College Scorecard,SYNTHETIC_SEED,,,institution-scoped provider has no programme-native identifier,institution identity only; no programme-native identifier,KEEP_CANARY_ONLY
