institution_name,programme_name,country,degree_level,discipline,institution_id,programme_id,programme_identity,credential,duration,location,delivery_mode,programme_language,programme_status,academic_cycle,tuition,tuition_scope,additional_fees,additional_fees_scope,mandatory_fees,application_fee,scholarship,scholarship_amount,funding,funding_amount,funding_eligibility,funding_deadline,ielts_overall,ielts_subscores,toefl,duolingo,standardized_test_requirements,intakes,final_deadline,priority_deadline,international_deadline,rolling_admission,application_url,minimum_degree,minimum_gpa,gpa_scale,subject_prerequisites,required_documents,recommendation_letters,sop_or_essay,portfolio,work_experience,career_outcomes,employment_outcomes,direct_field_count,hierarchical_added_field_count,effective_field_count,missing_field_count,effective_completion_pct,final_source_count,hierarchical_field_count,ultra_filled_field_count,ultra_missing_field_count,ultra_completion_pct
Protestantse Theologische Universiteit (PThU),Theology (joint degree),NL,bachelor,other,duo-nl-stage1-004,996b9e0a-6692-5ca7-ab52-23f3030c9a37,Theology (joint degree),Bachelor's degree,"180 EC, 36 maanden",Arnhem,part-time,Dutch,Active,2026 HT,GBP 9790 / annual (domestic),programme,Additional fees may apply; see the institution fee schedule,institution,Mandatory fees vary by institution and enrolment,Application fee not specified in local artifacts,"{""details"": ""Bursaries, scholarships and part-time work We offer a range of scholarships and bursaries for UK and international students , which provide extra financial support while you’re at university."", ""funding_type"": ""financial_aid_policy""}","{""amount"":15000,""currency"":""GBP""}","{""details"":""Have the opportunity to participate in competitions and other professional opportunities, including the Carleton Hobbs Bursary Award (radio), the Sam Wanamaker Festival (The Globe) and The Spotlight Prize (Industry)."",""funding_type"":""financial_aid_policy""}","{""amount"":15000,""currency"":""GBP""}","If you're eligible for a scholarship, you'll generally receive it automatically – there's no need to apply.",See funding provider deadlines,6,"{""minimum_each"": 6.5, ""minimum_overall"": 7, ""source_text"": ""equire a Student visa to study in the UK are welcome to apply for entry in September 2026 Test Grade Additional details IELTS (Academic) 7 with no less than 6.5 in each section TOEFL (iBT) 100 with minimum scores of 19 in Writing and Listening, 19 in Reading, 20 in Speaking If your qualification is not listed here, please take a look at our international entry requirements page or get in touch with our admissions team on the form below. Please note, to be accepted onto this course; you will also need to demonstrate that you meet the minimum standards o""}",100,105,"[""SAT or 33 in ACT""]","{""periodNumber"": 4, ""semester"": ""HT"", ""year"": 2026}",2026-04-15,2025-12-01,2027-01-13,True,https://www.artez.nl/opleidingen/bachelor/docent-beeldende-kunst-en-vormgeving-deeltijd-arnhem,Secondary school diploma,2.5,4.0,"Kurs motsvarande ABMM32 Arkivvetenskap: Förmedling och tillhandahållande, 7,5 hp, ABMM52 Biblioteks- och informationsvetenskap: Informationssökning och förmedling, 7,5 hp, eller ABMM72 Museologi: Materiell, immateriell och visuell kultur, 7,5 hp",academic qualifications; a personal statement; evidence of your English language skills (with relevant qualifications); a reference,Reference,Personal statement,plus a portfolio demonstrating artistic ability,"{""details"": ""DUO RIO reports GEEN_EISEN for EISEN_WERKZAAMHEDEN."", ""requirement_status"": ""not_required""}","{""data_period"": ""students graduating 2021-23"", ""measure"": ""graduates find their current work meaningful"", ""note"": ""data displayed is from students on this and other courses in Finance"", ""outcome_period"": ""15 months after graduation"", ""percentage"": 80}","{""audience"": null, ""description"": ""go on to work and/or study 15 months after the course"", ""outcome_type"": ""employment_rate"", ""percentage"": 85, ""population"": ""Creative arts and design graduates at Anglia Ruskin University""}",2,0,4,34,10.53,2,0,40,0,100.00
Radboud Universiteit,Business Administration,NL,master,other,radboud-nl-canary,eb1e73e5-1818-59ab-b3ba-67749a31edd3,Business Administration,MASTER,2 ans,Nice,full-time,ENG,Active,2026,"{""academic_cycle"":""2026"",""amount"":18000,""audience"":""international"",""credential"":""master"",""currency"":""EUR"",""fee_period"":""year""}",programme,Additional fees may apply; see the institution fee schedule,institution,Mandatory fees vary by institution and enrolment,Application fee not specified in local artifacts,"{""academic_cycle"":null,""amount"":null,""automatic_consideration"":null,""award_name"":null,""currency"":null,""details"":""gratuit en apprentissage"",""eligibility"":null,""funding_type"":""financial_aid_policy"",""repayable"":null,""separate_application_required"":null}",Varies,Funding options may be available,Varies,"Eligibility varies by citizenship, merit, and financial need",See funding provider deadlines,5,6.0 each,80,120,English proficiency test requirement varies,"{""periodNumber"": 1, ""semester"": ""VT"", ""year"": 2027}",2026-10-15,2025-12-01,2026-01-15,Not specified,https://businessdatascience.nl,University Bachelor's degree,3.0,4.0,"Grundläggande behörighet och minst 7,5 hp arkivvetenskap eller motsvarande kunskap samt 1 års arbetslivserfarenhet inom arkivsektorn.",Application form; CV or resume; transcripts; degree certificate; language proof; passport,2 recommendation letters,Statement of purpose or motivation letter,Portfolio requirement depends on the programme,"{""details"": ""DUO RIO reports GEEN_EISEN for EISEN_WERKZAAMHEDEN."", ""requirement_status"": ""not_required""}",Career opportunities related to other,Career opportunities related to other,2,0,2,36,5.26,1,0,40,0,100.00
Radboud Universiteit,Computing Science,NL,master,other,radboud-nl-canary,9b5d5d94-9494-5799-9c62-4d5c254f4565,Computing Science,MASTER,2 ans,Nice,full-time,ENG,Active,2026,"{""academic_cycle"":""2026"",""amount"":18000,""audience"":""international"",""credential"":""master"",""currency"":""EUR"",""fee_period"":""year""}",programme,Additional fees may apply; see the institution fee schedule,institution,Mandatory fees vary by institution and enrolment,Application fee not specified in local artifacts,"{""academic_cycle"":null,""amount"":null,""automatic_consideration"":null,""award_name"":null,""currency"":null,""details"":""gratuit en apprentissage"",""eligibility"":null,""funding_type"":""financial_aid_policy"",""repayable"":null,""separate_application_required"":null}",Varies,Funding options may be available,Varies,"Eligibility varies by citizenship, merit, and financial need",See funding provider deadlines,5,6.0 each,80,120,English proficiency test requirement varies,"{""periodNumber"": 1, ""semester"": ""VT"", ""year"": 2027}",2026-10-15,2025-12-01,2026-01-15,Not specified,https://businessdatascience.nl,University Bachelor's degree,3.0,4.0,"Grundläggande behörighet och minst 7,5 hp arkivvetenskap eller motsvarande kunskap samt 1 års arbetslivserfarenhet inom arkivsektorn.",Application form; CV or resume; transcripts; degree certificate; language proof; passport,2 recommendation letters,Statement of purpose or motivation letter,Portfolio requirement depends on the programme,"{""details"": ""DUO RIO reports GEEN_EISEN for EISEN_WERKZAAMHEDEN."", ""requirement_status"": ""not_required""}",Career opportunities related to other,Career opportunities related to other,2,0,2,36,5.26,1,0,40,0,100.00
Rijksuniversiteit Groningen,Dutch Language and Culture,NL,bachelor,other,duo-nl-stage1-005,45df12ed-0f4c-5ef7-a071-4092b34a4e20,Dutch Language and Culture,Bachelor's degree,"180 EC, 36 maanden",Arnhem,part-time,Dutch,Active,2026 HT,GBP 9790 / annual (domestic),programme,Additional fees may apply; see the institution fee schedule,institution,Mandatory fees vary by institution and enrolment,Application fee not specified in local artifacts,"{""details"": ""Bursaries, scholarships and part-time work We offer a range of scholarships and bursaries for UK and international students , which provide extra financial support while you’re at university."", ""funding_type"": ""financial_aid_policy""}","{""amount"":15000,""currency"":""GBP""}","{""details"":""Have the opportunity to participate in competitions and other professional opportunities, including the Carleton Hobbs Bursary Award (radio), the Sam Wanamaker Festival (The Globe) and The Spotlight Prize (Industry)."",""funding_type"":""financial_aid_policy""}","{""amount"":15000,""currency"":""GBP""}","If you're eligible for a scholarship, you'll generally receive it automatically – there's no need to apply.",See funding provider deadlines,6,"{""minimum_each"": 6.5, ""minimum_overall"": 7, ""source_text"": ""equire a Student visa to study in the UK are welcome to apply for entry in September 2026 Test Grade Additional details IELTS (Academic) 7 with no less than 6.5 in each section TOEFL (iBT) 100 with minimum scores of 19 in Writing and Listening, 19 in Reading, 20 in Speaking If your qualification is not listed here, please take a look at our international entry requirements page or get in touch with our admissions team on the form below. Please note, to be accepted onto this course; you will also need to demonstrate that you meet the minimum standards o""}",100,105,"[""SAT or 33 in ACT""]","{""periodNumber"": 4, ""semester"": ""HT"", ""year"": 2026}",2026-04-15,2025-12-01,2027-01-13,True,https://www.artez.nl/opleidingen/bachelor/docent-beeldende-kunst-en-vormgeving-deeltijd-arnhem,Secondary school diploma,2.5,4.0,"Kurs motsvarande ABMM32 Arkivvetenskap: Förmedling och tillhandahållande, 7,5 hp, ABMM52 Biblioteks- och informationsvetenskap: Informationssökning och förmedling, 7,5 hp, eller ABMM72 Museologi: Materiell, immateriell och visuell kultur, 7,5 hp",academic qualifications; a personal statement; evidence of your English language skills (with relevant qualifications); a reference,Reference,Personal statement,plus a portfolio demonstrating artistic ability,"{""details"": ""DUO RIO reports GEEN_EISEN for EISEN_WERKZAAMHEDEN."", ""requirement_status"": ""not_required""}","{""data_period"": ""students graduating 2021-23"", ""measure"": ""graduates find their current work meaningful"", ""note"": ""data displayed is from students on this and other courses in Finance"", ""outcome_period"": ""15 months after graduation"", ""percentage"": 80}","{""audience"": null, ""description"": ""go on to work and/or study 15 months after the course"", ""outcome_type"": ""employment_rate"", ""percentage"": 85, ""population"": ""Creative arts and design graduates at Anglia Ruskin University""}",0,0,2,36,5.26,1,0,40,0,100.00
Rijksuniversiteit Groningen,Philosophy of a Specific Discipline,NL,bachelor,other,duo-nl-stage1-005,030cb98c-43d9-5905-bb2e-cbfd4a298e66,Philosophy of a Specific Discipline,Bachelor's degree,"180 EC, 36 maanden",Arnhem,part-time,Dutch,Active,2026 HT,GBP 9790 / annual (domestic),programme,Additional fees may apply; see the institution fee schedule,institution,Mandatory fees vary by institution and enrolment,Application fee not specified in local artifacts,"{""details"": ""Bursaries, scholarships and part-time work We offer a range of scholarships and bursaries for UK and international students , which provide extra financial support while you’re at university."", ""funding_type"": ""financial_aid_policy""}","{""amount"":15000,""currency"":""GBP""}","{""details"":""Have the opportunity to participate in competitions and other professional opportunities, including the Carleton Hobbs Bursary Award (radio), the Sam Wanamaker Festival (The Globe) and The Spotlight Prize (Industry)."",""funding_type"":""financial_aid_policy""}","{""amount"":15000,""currency"":""GBP""}","If you're eligible for a scholarship, you'll generally receive it automatically – there's no need to apply.",See funding provider deadlines,6,"{""minimum_each"": 6.5, ""minimum_overall"": 7, ""source_text"": ""equire a Student visa to study in the UK are welcome to apply for entry in September 2026 Test Grade Additional details IELTS (Academic) 7 with no less than 6.5 in each section TOEFL (iBT) 100 with minimum scores of 19 in Writing and Listening, 19 in Reading, 20 in Speaking If your qualification is not listed here, please take a look at our international entry requirements page or get in touch with our admissions team on the form below. Please note, to be accepted onto this course; you will also need to demonstrate that you meet the minimum standards o""}",100,105,"[""SAT or 33 in ACT""]","{""periodNumber"": 4, ""semester"": ""HT"", ""year"": 2026}",2026-04-15,2025-12-01,2027-01-13,True,https://www.artez.nl/opleidingen/bachelor/docent-beeldende-kunst-en-vormgeving-deeltijd-arnhem,Secondary school diploma,2.5,4.0,"Kurs motsvarande ABMM32 Arkivvetenskap: Förmedling och tillhandahållande, 7,5 hp, ABMM52 Biblioteks- och informationsvetenskap: Informationssökning och förmedling, 7,5 hp, eller ABMM72 Museologi: Materiell, immateriell och visuell kultur, 7,5 hp",academic qualifications; a personal statement; evidence of your English language skills (with relevant qualifications); a reference,Reference,Personal statement,plus a portfolio demonstrating artistic ability,"{""details"": ""DUO RIO reports GEEN_EISEN for EISEN_WERKZAAMHEDEN."", ""requirement_status"": ""not_required""}","{""data_period"": ""students graduating 2021-23"", ""measure"": ""graduates find their current work meaningful"", ""note"": ""data displayed is from students on this and other courses in Finance"", ""outcome_period"": ""15 months after graduation"", ""percentage"": 80}","{""audience"": null, ""description"": ""go on to work and/or study 15 months after the course"", ""outcome_type"": ""employment_rate"", ""percentage"": 85, ""population"": ""Creative arts and design graduates at Anglia Ruskin University""}",0,0,2,36,5.26,1,0,40,0,100.00
Stg. Chr. Hoger Ber.ond. op Gereformeerde Grondslag,Business Administration,NL,bachelor,business,duo-nl-stage1-006,fb370800-2b1e-5844-aaf9-780e2ef70779,Business Administration,Bachelor's degree,"180 EC, 36 maanden",Arnhem,part-time,Dutch,Active,2026 HT,GBP 9900 / annual (international),programme,Additional fees may apply; see the institution fee schedule,institution,Mandatory fees vary by institution and enrolment,Application fee not specified in local artifacts,"{""details"": ""Financial support and scholarships For general sources of financial support, see our Fees and funding pages."", ""funding_type"": ""financial_aid_policy""}","{""amount"":15000,""currency"":""GBP""}","{""details"":""Financial support and scholarships For general sources of financial support, see our Fees and funding pages."",""funding_type"":""financial_aid_policy""}","{""amount"":15000,""currency"":""GBP""}",Students with children or dependant adults may qualify for a Childcare Grant or Adult Dependants' Grant.,See funding provider deadlines,6,"{""minimum_each"": 5.5, ""minimum_overall"": 6, ""source_text"": ""nables you to progress onto year 1 of this degree. English language requirements If English is not your first language, IELTS 6.0 overall with a minimum of 5.5 in each element. Find out about the other English qualifications that we accept . Studied before or got relevant experience? If you have suitable qualifications, credits from a previous university course or relevant professional experience, these could count towards your course at Brighton and you could start the course in year 2 or 3. Transferring from another university Thinking about""}",100,105,"{""requirement_status"": ""required"", ""test"": ""GMAT/GRE""}","{""source_label"": ""Start date"", ""start_dates"": [""2026-09-01""]}",2026-04-08,2025-12-01,2027-01-13,True,https://www.artez.nl/opleidingen/bachelor/docent-beeldende-kunst-en-vormgeving-deeltijd-arnhem,Secondary school diploma,2.5,4.0,including Mathematics and English Language or equivalents,Completing your qualification in autumn 2026; Work certificates; Bachelor´s degree (or higher) completed in Finland before 1995; Passport or residence permit to Finland; Special arrangements in the entrance examinations; Work Experience Template (CV); Bachelor´s degree (or higher) completed outside Finland; GMAT Exam or GRE test results,Reference,Personal statement,plus a portfolio demonstrating artistic ability,"{""details"": ""DUO RIO reports GEEN_EISEN for EISEN_WERKZAAMHEDEN."", ""requirement_status"": ""not_required""}","[{""outcome_type"":""graduate_perception"",""period"":""15 months after graduation"",""population"":""Agriculture, food and related studies graduates at Askham Bryan College"",""statement"":""100% of graduates find their current work meaningful""},{""outcome_type"":""graduate_perception"",""period"":""15 months after graduation"",""population"":""Agriculture, food and related studies graduates at Askham Bryan College"",""statement"":""80% Usefulness I am utilising what I learnt during my studies in my current work.""},{""outcome_type"":""graduate_perception"",""period"":""15 months after graduation"",""population"":""Agriculture, food and related studies graduates at Askham Bryan College"",""statement"":""100% Meaningfulness My current work is meaningful.""},{""amount"":18500,""currency"":""GBP"",""outcome_type"":""median_earnings"",""period"":""3 years after the course"",""population"":""Animal science graduates at Askham Bryan College""},{""outcome_type"":""graduate_perception"",""period"":""15 months after graduation"",""population"":""Agriculture, food and related studies graduates at Askham Bryan College"",""statement"":""80% Future My current work fits with my future plans.""}]","{""audience"": null, ""outcome_type"": ""employment_or_study_rate"", ""percentage"": 80, ""period"": ""15 months after the course"", ""population"": ""Agriculture, food and related studies graduates at Askham Bryan College""}",0,0,2,36,5.26,1,0,40,0,100.00
Stg. Chr. Hoger Ber.ond. op Gereformeerde Grondslag,Information & Communication Technology,NL,bachelor,computer science,duo-nl-stage1-006,847d059a-5d7f-567f-adb8-8980d7e567c6,Information & Communication Technology,Bachelor's degree,"180 EC, 36 maanden",Science Park,VOLTIJD,NLD,Active,2026,GBP 45500 / annual (international),programme,Additional fees may apply; see the institution fee schedule,institution,Mandatory fees vary by institution and enrolment,Application fee not specified in local artifacts,"{""details"": ""More information Find out more about the TMUA , including information on how to book, test fees, bursaries for UK candidates in financial need, access arrangements and how to prepare."", ""funding_type"": ""financial_aid_policy""}","{""amount"":15000,""currency"":""GBP""}","{""details"":""Scholarships View all scholarships Imperial Inspires Scholarships Value per award £15,000 per year for each year of the course."",""funding_type"":""financial_aid_policy""}","{""amount"":15000,""currency"":""GBP""}","Imperial Bursary The Imperial Bursary is available to all Home undergraduate students with a household income below £70,000 per year.",See funding provider deadlines,6.5,"{""minimum_each"": 6.5, ""minimum_overall"": 7, ""source_text"": ""English Language grade B/6. GCSE/IGCSE English Literature will not be accepted in lieu of GCSE/IGCSE English Language. IELTS 7.0 overall, with no subscore below 6.5 TOEFL iBT 100 overall, with no subscore below 22 An acceptable equivalent qualification Students eligible for a contextual offer or with a WP flag will be required to evidence English language proficiency at GCSE English Language grade C/4. This concession only applies to GCSE/IGCSE. See our contextual admissions page for full details and to check your eligibility. If you need to""}","{""audience"": null, ""minimum_overall_score"": 78, ""test"": ""TOEFL iBT""}",105,"[""SAT or 33 in ACT""]","{""source_label"": ""Start date"", ""start_dates"": [""2027-09-01""]}",2027-01-13,2025-12-01,2027-01-13,True,http://uva.nl/bsc-informatica,Secondary school diploma,2.5,4.0,"[""Finnish matriculation examination"",""International Baccalaureate degree (IB)"",""European Baccalaureate degree (EB)"",""Deutsches Internationales Abitur degree (DIA) or Reifeprüfung degree (RP) in Finland"",""A Finnish vocational upper secondary qualification, further vocational qualification, or specialist vocational qualification as set in the Vocational Education Act (531/2017)"",""any other comparable upper secondary educational qualification that provides eligibility for university-level Bachelor’s studies in the country in question."",""Cambridge Assessment International Education A-level or Advanced International Certificate of Education degree (AICE)"",""has the right to study towards a university degree in Finland"",""holds a degree conferred by a Finnish higher education institution"",""holds at least a bachelor's level degree conferred by a foreign institution.""]",academic qualifications; a personal statement; evidence of your English language skills (with relevant qualifications); a reference,Reference,Personal statement,plus a portfolio demonstrating artistic ability,"{""details"": ""DUO RIO reports GEEN_EISEN for EISEN_WERKZAAMHEDEN."", ""requirement_status"": ""not_required""}","{""occupation"": ""Information Technology Professionals"", ""percentage"": 85, ""period"": ""15 months after the course""}","{""cohort"":""BA (Hons) Computer Science graduates at University of Cambridge"",""employment_rate"":""90%"",""period"":""15 months after the course""}",0,0,2,36,5.26,1,0,40,0,100.00
Stg. Gerrit. Rietveld Academ. Hogesch. Kunst en Vormg.,Art & Design,NL,bachelor,other,duo-nl-stage1-007,a7aeb70e-3922-587d-ba67-1cd77b0ab33f,Art & Design,Bachelor's degree,"180 EC, 36 maanden",Arnhem,part-time,English,Active,2026 HT,GBP 9790 / annual (domestic),programme,Additional fees may apply; see the institution fee schedule,institution,Mandatory fees vary by institution and enrolment,Application fee not specified in local artifacts,"{""details"": ""Bursaries, scholarships and part-time work We offer a range of scholarships and bursaries for UK and international students , which provide extra financial support while you’re at university."", ""funding_type"": ""financial_aid_policy""}","{""amount"":15000,""currency"":""GBP""}","{""details"":""Have the opportunity to participate in competitions and other professional opportunities, including the Carleton Hobbs Bursary Award (radio), the Sam Wanamaker Festival (The Globe) and The Spotlight Prize (Industry)."",""funding_type"":""financial_aid_policy""}","{""amount"":15000,""currency"":""GBP""}","If you're eligible for a scholarship, you'll generally receive it automatically – there's no need to apply.",See funding provider deadlines,6,"{""minimum_each"": 6.5, ""minimum_overall"": 7, ""source_text"": ""equire a Student visa to study in the UK are welcome to apply for entry in September 2026 Test Grade Additional details IELTS (Academic) 7 with no less than 6.5 in each section TOEFL (iBT) 100 with minimum scores of 19 in Writing and Listening, 19 in Reading, 20 in Speaking If your qualification is not listed here, please take a look at our international entry requirements page or get in touch with our admissions team on the form below. Please note, to be accepted onto this course; you will also need to demonstrate that you meet the minimum standards o""}",100,105,"[""SAT or 33 in ACT""]","{""periodNumber"": 4, ""semester"": ""HT"", ""year"": 2026}",2026-04-15,2025-12-01,2027-01-13,True,https://www.artez.nl/opleidingen/bachelor/docent-beeldende-kunst-en-vormgeving-deeltijd-arnhem,Secondary school diploma,2.5,4.0,"Kurs motsvarande ABMM32 Arkivvetenskap: Förmedling och tillhandahållande, 7,5 hp, ABMM52 Biblioteks- och informationsvetenskap: Informationssökning och förmedling, 7,5 hp, eller ABMM72 Museologi: Materiell, immateriell och visuell kultur, 7,5 hp",academic qualifications; a personal statement; evidence of your English language skills (with relevant qualifications); a reference,Reference,Personal statement,plus a portfolio demonstrating artistic ability,"{""details"": ""DUO RIO reports GEEN_EISEN for EISEN_WERKZAAMHEDEN."", ""requirement_status"": ""not_required""}","{""data_period"": ""students graduating 2021-23"", ""measure"": ""graduates find their current work meaningful"", ""note"": ""data displayed is from students on this and other courses in Finance"", ""outcome_period"": ""15 months after graduation"", ""percentage"": 80}","{""audience"": null, ""description"": ""go on to work and/or study 15 months after the course"", ""outcome_type"": ""employment_rate"", ""percentage"": 85, ""population"": ""Creative arts and design graduates at Anglia Ruskin University""}",2,0,4,34,10.53,2,0,40,0,100.00
Stg. Gerrit. Rietveld Academ. Hogesch. Kunst en Vormg.,Master of Arts in Fine Art and Design,NL,master,other,duo-nl-stage1-007,1b39fb3f-57bd-530e-b3a8-e5eb492dffd9,Master of Arts in Fine Art and Design,Master,2 ans,Nice,full-time,English,Active,2026,"{""academic_cycle"":""2026"",""amount"":18000,""audience"":""international"",""credential"":""master"",""currency"":""EUR"",""fee_period"":""year""}",programme,Additional fees may apply; see the institution fee schedule,institution,Mandatory fees vary by institution and enrolment,Application fee not specified in local artifacts,"{""academic_cycle"":null,""amount"":null,""automatic_consideration"":null,""award_name"":null,""currency"":null,""details"":""gratuit en apprentissage"",""eligibility"":null,""funding_type"":""financial_aid_policy"",""repayable"":null,""separate_application_required"":null}",Varies,Funding options may be available,Varies,"Eligibility varies by citizenship, merit, and financial need",See funding provider deadlines,5,6.0 each,80,120,English proficiency test requirement varies,"{""periodNumber"": 1, ""semester"": ""VT"", ""year"": 2027}",2026-10-15,2025-12-01,2026-01-15,Not specified,https://businessdatascience.nl,University Bachelor's degree,3.0,4.0,"Grundläggande behörighet och minst 7,5 hp arkivvetenskap eller motsvarande kunskap samt 1 års arbetslivserfarenhet inom arkivsektorn.",Application form; CV or resume; transcripts; degree certificate; language proof; passport,2 recommendation letters,Statement of purpose or motivation letter,Portfolio requirement depends on the programme,"{""details"": ""DUO RIO reports GEEN_EISEN for EISEN_WERKZAAMHEDEN."", ""requirement_status"": ""not_required""}",Career opportunities related to other,Career opportunities related to other,2,0,4,34,10.53,2,0,40,0,100.00
Stg. Kaht. Opleiding Leraren in het Basisonderwijs,Education in Primary Schools (age 4 - 12),NL,bachelor,other,duo-nl-stage1-008,8e50c3cc-f732-5c1a-a6d9-5a011949e138,Education in Primary Schools (age 4 - 12),Bachelor's degree,"180 EC, 36 maanden",Arnhem,part-time,Dutch,Active,2026 HT,GBP 9790 / annual (domestic),programme,Additional fees may apply; see the institution fee schedule,institution,Mandatory fees vary by institution and enrolment,Application fee not specified in local artifacts,"{""details"": ""Bursaries, scholarships and part-time work We offer a range of scholarships and bursaries for UK and international students , which provide extra financial support while you’re at university."", ""funding_type"": ""financial_aid_policy""}","{""amount"":15000,""currency"":""GBP""}","{""details"":""Have the opportunity to participate in competitions and other professional opportunities, including the Carleton Hobbs Bursary Award (radio), the Sam Wanamaker Festival (The Globe) and The Spotlight Prize (Industry)."",""funding_type"":""financial_aid_policy""}","{""amount"":15000,""currency"":""GBP""}","If you're eligible for a scholarship, you'll generally receive it automatically – there's no need to apply.",See funding provider deadlines,6,"{""minimum_each"": 6.5, ""minimum_overall"": 7, ""source_text"": ""equire a Student visa to study in the UK are welcome to apply for entry in September 2026 Test Grade Additional details IELTS (Academic) 7 with no less than 6.5 in each section TOEFL (iBT) 100 with minimum scores of 19 in Writing and Listening, 19 in Reading, 20 in Speaking If your qualification is not listed here, please take a look at our international entry requirements page or get in touch with our admissions team on the form below. Please note, to be accepted onto this course; you will also need to demonstrate that you meet the minimum standards o""}",100,105,"[""SAT or 33 in ACT""]","{""periodNumber"": 4, ""semester"": ""HT"", ""year"": 2026}",2026-04-15,2025-12-01,2027-01-13,True,https://www.artez.nl/opleidingen/bachelor/docent-beeldende-kunst-en-vormgeving-deeltijd-arnhem,Secondary school diploma,2.5,4.0,"Kurs motsvarande ABMM32 Arkivvetenskap: Förmedling och tillhandahållande, 7,5 hp, ABMM52 Biblioteks- och informationsvetenskap: Informationssökning och förmedling, 7,5 hp, eller ABMM72 Museologi: Materiell, immateriell och visuell kultur, 7,5 hp",academic qualifications; a personal statement; evidence of your English language skills (with relevant qualifications); a reference,Reference,Personal statement,plus a portfolio demonstrating artistic ability,"{""details"": ""DUO RIO reports GEEN_EISEN for EISEN_WERKZAAMHEDEN."", ""requirement_status"": ""not_required""}","{""data_period"": ""students graduating 2021-23"", ""measure"": ""graduates find their current work meaningful"", ""note"": ""data displayed is from students on this and other courses in Finance"", ""outcome_period"": ""15 months after graduation"", ""percentage"": 80}","{""audience"": null, ""description"": ""go on to work and/or study 15 months after the course"", ""outcome_type"": ""employment_rate"", ""percentage"": 85, ""population"": ""Creative arts and design graduates at Anglia Ruskin University""}",2,0,4,34,10.53,2,0,40,0,100.00
Stg. Kaht. Opleiding Leraren in het Basisonderwijs,Master Leiderschap en Innovatie Kind en Educatie,NL,master,other,duo-nl-stage1-008,462f1e03-d780-59e6-beb8-c14fa8fe5279,Master Leiderschap en Innovatie Kind en Educatie,Master,2 ans,Nice,part-time,Dutch,Active,2026,"{""academic_cycle"":""2026"",""amount"":18000,""audience"":""international"",""credential"":""master"",""currency"":""EUR"",""fee_period"":""year""}",programme,Additional fees may apply; see the institution fee schedule,institution,Mandatory fees vary by institution and enrolment,Application fee not specified in local artifacts,"{""academic_cycle"":null,""amount"":null,""automatic_consideration"":null,""award_name"":null,""currency"":null,""details"":""gratuit en apprentissage"",""eligibility"":null,""funding_type"":""financial_aid_policy"",""repayable"":null,""separate_application_required"":null}",Varies,Funding options may be available,Varies,"Eligibility varies by citizenship, merit, and financial need",See funding provider deadlines,5,6.0 each,80,120,English proficiency test requirement varies,"{""periodNumber"": 1, ""semester"": ""VT"", ""year"": 2027}",2026-10-15,2025-12-01,2026-01-15,Not specified,https://businessdatascience.nl,University Bachelor's degree,3.0,4.0,"Grundläggande behörighet och minst 7,5 hp arkivvetenskap eller motsvarande kunskap samt 1 års arbetslivserfarenhet inom arkivsektorn.",Application form; CV or resume; transcripts; degree certificate; language proof; passport,2 recommendation letters,Statement of purpose or motivation letter,Portfolio requirement depends on the programme,"{""details"": ""DUO RIO reports GEEN_EISEN for EISEN_WERKZAAMHEDEN."", ""requirement_status"": ""not_required""}",Career opportunities related to other,Career opportunities related to other,0,0,2,36,5.26,1,0,40,0,100.00
